Symbol	Name	LastSale	MarketCap	IPOyear	Sector	Industry	Exchange	Currency
REXX	Rex Energy Corporation	0.61	$59.71M	2007	Energy	Oil & Gas Production	NASDAQ	USD
RFAP	First Trust RiverFront Dynamic Asia Pacific ETF	54.6	$8.19M	NA	NA	NA	NASDAQ	USD
RFDI	First Trust RiverFront Dynamic Developed International ETF	54.39	$92.46M	NA	NA	NA	NASDAQ	USD
RFEM	First Trust RiverFront Dynamic Emerging Markets ETF	59.26	$23.7M	NA	NA	NA	NASDAQ	USD
RFEU	First Trust RiverFront Dynamic Europe ETF	53.65	$26.83M	NA	NA	NA	NASDAQ	USD
RFIL	RF Industries, Ltd.	1.55	$13.69M	NA	Capital Goods	Electrical Products	NASDAQ	USD
RGCO	RGC Resources Inc.	26.9792	$129.59M	NA	Public Utilities	Oil & Gas Production	NASDAQ	USD
RGEN	Repligen Corporation	32.13	$1.09B	1986	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
RGLD	Royal Gold, Inc.	68.33	$4.46B	NA	Basic Industries	Precious Metals	NASDAQ	USD
RGLS	Regulus Therapeutics Inc.	1.1	$58.22M	2012	Health Care	Major Pharmaceuticals	NASDAQ	USD
RGNX	REGENXBIO Inc.	17.35	$459.35M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
RGSE	Real Goods Solar, Inc.	1.78	$11.59M	NA	Basic Industries	Engineering & Construction	NASDAQ	USD
RIBT	RiceBran Technologies	0.8	$8.62M	NA	Consumer Non-Durables	Packaged Foods	NASDAQ	USD
RIBTW	RiceBran Technologies	0.1505	NA	NA	Consumer Non-Durables	Packaged Foods	NASDAQ	USD
RICK	RCI Hospitality Holdings, Inc.	17.41	$169.2M	1995	Consumer Services	Restaurants	NASDAQ	USD
RIGL	Rigel Pharmaceuticals, Inc.	2.3	$280.46M	2000	Health Care	Major Pharmaceuticals	NASDAQ	USD
RILY	B. Riley Financial, Inc.	15.8	$300.88M	NA	NA	NA	NASDAQ	USD
RILYL	B. Riley Financial, Inc.	26	NA	NA	Miscellaneous	Business Services	NASDAQ	USD
RKDA	Arcadia Biosciences, Inc.	0.97	$43.14M	2015	Basic Industries	Agricultural Chemicals	NASDAQ	USD
RLJE	RLJ Entertainment, Inc.	2.3	$12.05M	NA	Consumer Services	Movies/Entertainment	NASDAQ	USD
RLOG	Rand Logistics, Inc.	0.8288	$15.44M	NA	Consumer Services	Marine Transportation	NASDAQ	USD
RMBS	Rambus, Inc.	12.57	$1.4B	1997	Technology	Semiconductors	NASDAQ	USD
RMCF	Rocky Mountain Chocolate Factory, Inc.	10.98	$64.28M	NA	Consumer Non-Durables	Specialty Foods	NASDAQ	USD
RMGN	RMG Networks Holding Corporation	0.99	$44.18M	NA	Miscellaneous	Business Services	NASDAQ	USD
RMR	The RMR Group Inc.	51.65	$1.61B	NA	Consumer Services	Professional Services	NASDAQ	USD
RMTI	Rockwell Medical, Inc.	6.07	$312.77M	1998	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	NASDAQ	USD
RNDB	Randolph Bancorp, Inc.	14.87	$87.27M	2016	Finance	Major Banks	NASDAQ	USD
RNET	RigNet, Inc.	18.35	$328.97M	2010	Consumer Services	Telecommunications Equipment	NASDAQ	USD
RNST	Renasant Corporation	41.13	$1.82B	NA	Finance	Major Banks	NASDAQ	USD
RNVA	Rennova Health, Inc.	1.98	$10.03M	NA	Health Care	Precision Instruments	NASDAQ	USD
RNVAZ	Rennova Health, Inc.	0.0234	NA	NA	Health Care	Precision Instruments	NASDAQ	USD
RNWK	RealNetworks, Inc.	5.07	$187.44M	1997	Technology	EDP Services	NASDAQ	USD
ROBO	ROBO Global Robotics and Automation Index ETF	31.54	$145.08M	NA	NA	NA	NASDAQ	USD
ROCK	Gibraltar Industries, Inc.	41.25	$1.3B	1993	Capital Goods	Steel/Iron Ore	NASDAQ	USD
ROIA	Radio One, Inc.	2.655	$128.94M	1999	Consumer Services	Broadcasting	NASDAQ	USD
ROIAK	Radio One, Inc.	2.75	$133.55M	NA	Consumer Services	Broadcasting	NASDAQ	USD
ROIC	Retail Opportunity Investments Corp.	22.04	$2.41B	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
ROKA	Roka Bioscience, Inc.	4.26	$21.33M	2014	Capital Goods	Biotechnology: Laboratory Analytical Instruments	NASDAQ	USD
ROLL	RBC Bearings Incorporated	94.35	$2.26B	2005	Capital Goods	Metal Fabrications	NASDAQ	USD
ROSG	Rosetta Genomics Ltd.	0.45	$10.09M	2007	Health Care	Major Pharmaceuticals	NASDAQ	USD
ROST	Ross Stores, Inc.	69.01	$27.2B	1985	Consumer Services	Clothing/Shoe/Accessory Stores	NASDAQ	USD
RP	RealPage, Inc.	33.5	$2.7B	2010	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
RPD	Rapid7, Inc.	15.41	$654.86M	2015	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
RPRX	Repros Therapeutics Inc.	1.19	$30.26M	NA	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
RPXC	RPX Corporation	10.99	$540.19M	2011	Miscellaneous	Multi-Sector Companies	NASDAQ	USD
RRD	R.R. Donnelley & Sons Company	18.13	$1.27B	NA	Miscellaneous	Publishing	NASDAQ	USD
RRGB	Red Robin Gourmet Burgers, Inc.	47	$604.31M	2002	Consumer Services	Restaurants	NASDAQ	USD
RRR	Red Rock Resorts, Inc.	22.34	$2.59B	2016	Consumer Services	Hotels/Resorts	NASDAQ	USD
RSYS	RadiSys Corporation	3.81	$146.46M	1995	Technology	Computer peripheral equipment	NASDAQ	USD
RTIX	RTI Surgical, Inc.	3.6	$210.33M	2000	Health Care	Industrial Specialties	NASDAQ	USD
RTK	Rentech, Inc.	1.05	$24.35M	1991	Basic Industries	Agricultural Chemicals	NASDAQ	USD
RTNB	root9B Holdings, Inc. 	6.1	$34.31M	NA	Consumer Services	Professional Services	NASDAQ	USD
RTRX	Retrophin, Inc.	20.36	$768.23M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
RTTR	Ritter Pharmaceuticals, Inc.	2.89	$33.58M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
RUN	Sunrun Inc.	5.85	$607.33M	2015	Capital Goods	Industrial Specialties	NASDAQ	USD
RUSHA	Rush Enterprises, Inc.	35.46	$1.39B	NA	Consumer Durables	Automotive Aftermarket	NASDAQ	USD
RUSHB	Rush Enterprises, Inc.	32.8	$1.29B	NA	Consumer Durables	Automotive Aftermarket	NASDAQ	USD
RUTH	Ruth&#39;s Hospitality Group, Inc.	17.05	$543.7M	2005	Consumer Services	Restaurants	NASDAQ	USD
RVEN	Reven Housing REIT, Inc.	5.8101	$61.31M	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
RVLT	Revolution Lighting Technologies, Inc.	6.73	$140.29M	NA	Consumer Durables	Building Products	NASDAQ	USD
RVNC	Revance Therapeutics, Inc.	20.3	$578.86M	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
RVSB	Riverview Bancorp Inc	7.55	$169.96M	NA	Finance	Savings Institutions	NASDAQ	USD
RWLK	ReWalk Robotics Ltd	2.3	$37.61M	2014	Health Care	Industrial Specialties	NASDAQ	USD
RXDX	Ignyta, Inc.	8.7	$362.38M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
RXII	RXi Pharmaceuticals Corporation	0.695	$9.14M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
RXIIW	RXi Pharmaceuticals Corporation	0.16	NA	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
RYAAY	Ryanair Holdings plc	81.2	$20.04B	1997	Transportation	Air Freight/Delivery Services	NASDAQ	USD
SABR	Sabre Corporation	21.79	$6.04B	2014	Technology	Computer Software: Programming, Data Processing	NASDAQ	USD
SAEX	SAExploration Holdings, Inc.	5.31	$49.61M	NA	Energy	Oil & Gas Production	NASDAQ	USD
SAFM	Sanderson Farms, Inc.	94.44	$2.15B	1987	Consumer Non-Durables	Meat/Poultry/Fish	NASDAQ	USD
SAFT	Safety Insurance Group, Inc.	73.15	$1.11B	2002	Finance	Property-Casualty Insurers	NASDAQ	USD
SAGE	Sage Therapeutics, Inc.	62.3	$2.32B	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
SAIA	Saia, Inc.	48.3	$1.22B	NA	Transportation	Trucking Freight/Courier Services	NASDAQ	USD
SAJA	Sajan, Inc.	3.9799	$19.09M	NA	Miscellaneous	Business Services	NASDAQ	USD
SAL	Salisbury Bancorp, Inc.	39.75	$109.63M	NA	Finance	Savings Institutions	NASDAQ	USD
SALE	RetailMeNot, Inc.	9.15	$437.88M	2013	Consumer Services	Advertising	NASDAQ	USD
SALM	Salem Media Group, Inc.	7.05	$182.06M	1999	Consumer Services	Broadcasting	NASDAQ	USD
SAMG	Silvercrest Asset Management Group Inc.	13.9	$179.87M	2013	Finance	Investment Managers	NASDAQ	USD
SANM	Sanmina Corporation	40.4	$3B	1993	Technology	Electrical Products	NASDAQ	USD
SANW	S&W Seed Company	4.4	NA	NA	Consumer Non-Durables	Farming/Seeds/Milling	NASDAQ	USD
SASR	Sandy Spring Bancorp, Inc.	43.47	$1.04B	NA	Finance	Major Banks	NASDAQ	USD
SATS	EchoStar Corporation	56.25	$5.29B	NA	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
SAUC	Diversified Restaurant Holdings, Inc.	1.75	$46.67M	NA	Consumer Services	Restaurants	NASDAQ	USD
SAVE	Spirit Airlines, Inc.	51.92	$3.6B	2011	Transportation	Air Freight/Delivery Services	NASDAQ	USD
SBAC	SBA Communications Corporation	111.16	$13.79B	1999	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SBBP	Strongbridge Biopharma plc	2.9	$102.47M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
SBBX	Sussex Bancorp	23.7	$112.38M	NA	Finance	Major Banks	NASDAQ	USD
SBCF	Seacoast Banking Corporation of Florida	23.75	$902.98M	NA	Finance	Major Banks	NASDAQ	USD
SBCP	Sunshine Bancorp, Inc.	18.87	$150.7M	2014	Finance	Savings Institutions	NASDAQ	USD
SBFG	SB Financial Group, Inc.	18.01	$87.39M	NA	Finance	Major Banks	NASDAQ	USD
SBFGP	SB Financial Group, Inc.	18.5	NA	NA	Finance	Major Banks	NASDAQ	USD
SBGI	Sinclair Broadcast Group, Inc.	40.3	$3.65B	1995	Consumer Services	Broadcasting	NASDAQ	USD
SBLK	Star Bulk Carriers Corp.	9.51	$593.24M	NA	Transportation	Marine Transportation	NASDAQ	USD
SBLKL	Star Bulk Carriers Corp.	22.9	NA	NA	Transportation	Marine Transportation	NASDAQ	USD
SBNY	Signature Bank	156.92	$8.57B	2004	Finance	Major Banks	NASDAQ	USD
SBNYW	Signature Bank	120	NA	NA	Finance	Major Banks	NASDAQ	USD
SBOT	Stellar Biotechnologies, Inc.	1.53	$15.51M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
SBPH	Spring Bank Pharmaceuticals, Inc.	9	$84.75M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
SBRA	Sabra Healthcare REIT, Inc.	26.97	$1.76B	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SBRAP	Sabra Healthcare REIT, Inc.	25.98	$149.39M	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SBSI	Southside Bancshares, Inc.	35.56	$1.01B	NA	Finance	Major Banks	NASDAQ	USD
SBUX	Starbucks Corporation	57.48	$83.77B	1992	Consumer Services	Restaurants	NASDAQ	USD
SCAC	Saban Capital Acquisition Corp.	10.15	$253.75M	2016	Finance	Business Services	NASDAQ	USD
SCACU	Saban Capital Acquisition Corp.	10.58	NA	2016	NA	NA	NASDAQ	USD
SCACW	Saban Capital Acquisition Corp.	1.4	NA	2016	Finance	Business Services	NASDAQ	USD
SCAI	Surgical Care Affiliates, Inc.	56.71	$2.3B	2013	Health Care	Medical Specialities	NASDAQ	USD
SCHL	Scholastic Corporation	46.24	$1.59B	1992	Consumer Services	Books	NASDAQ	USD
SCHN	Schnitzer Steel Industries, Inc.	24.25	$654.83M	1993	Consumer Durables	Industrial Specialties	NASDAQ	USD
SCKT	Socket Mobile, Inc.	4.34	$25.45M	NA	Technology	Computer Manufacturing	NASDAQ	USD
SCLN	SciClone Pharmaceuticals, Inc.	9.65	$492.67M	1992	Health Care	Major Pharmaceuticals	NASDAQ	USD
SCMP	Sucampo Pharmaceuticals, Inc.	11.75	$538.59M	2007	Health Care	Major Pharmaceuticals	NASDAQ	USD
SCON	Superconductor Technologies Inc.	1.24	$4.62M	1993	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
SCSC	ScanSource, Inc.	41.8	$1.06B	NA	Technology	Retail: Computer Software & Peripheral Equipment	NASDAQ	USD
SCSS	Select Comfort Corporation	23.26	$1.01B	1998	Consumer Durables	Home Furnishings	NASDAQ	USD
SCVL	Shoe Carnival, Inc.	25.84	$476.04M	1993	Consumer Services	Clothing/Shoe/Accessory Stores	NASDAQ	USD
SCWX	SecureWorks Corp.	10.32	$832.53M	2016	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
SCYX	SCYNEXIS, Inc.	3.4	$81.57M	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
SCZ	iShares MSCI EAFE Small-Cap ETF	52.72	$6.8B	NA	NA	NA	NASDAQ	USD
SEAC	SeaChange International, Inc.	2.53	$89.07M	1996	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
SEDG	SolarEdge Technologies, Inc.	14.85	$612.8M	2015	Technology	Semiconductors	NASDAQ	USD
SEED	Origin Agritech Limited	2.05	$46.89M	NA	Consumer Non-Durables	Farming/Seeds/Milling	NASDAQ	USD
SEIC	SEI Investments Company	50.94	$8.1B	1981	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
SELB	Selecta Biosciences, Inc.	12.39	$225.38M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
SELF	Global Self Storage, Inc.	4.69	$34.78M	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SENEA	Seneca Foods Corp.	37.95	$370.35M	NA	Consumer Non-Durables	Packaged Foods	NASDAQ	USD
SENEB	Seneca Foods Corp.	39.5	$385.48M	NA	Consumer Non-Durables	Packaged Foods	NASDAQ	USD
SEV	Sevcon, Inc.	14.34	$76.6M	NA	Energy	Industrial Machinery/Components	NASDAQ	USD
SFBC	Sound Financial Bancorp, Inc.	29.5	$73.71M	NA	Finance	Savings Institutions	NASDAQ	USD
SFBS	ServisFirst Bancshares, Inc.	42.02	$2.21B	2014	Finance	Major Banks	NASDAQ	USD
SFLY	Shutterfly, Inc.	45.95	$1.55B	2006	Miscellaneous	Other Consumer Services	NASDAQ	USD
SFM	Sprouts Farmers Market, Inc.	19.37	$2.76B	2013	Consumer Services	Food Chains	NASDAQ	USD
SFNC	Simmons First National Corporation	58.65	$1.84B	NA	Finance	Major Banks	NASDAQ	USD
SFST	Southern First Bancshares, Inc.	33.6	$217.19M	NA	Finance	Major Banks	NASDAQ	USD
SGBK	Stonegate Bank	46.77	$667.16M	NA	NA	NA	NASDAQ	USD
SGC	Superior Uniform Group, Inc.	18.22	$263.03M	NA	Consumer Non-Durables	Apparel	NASDAQ	USD
SGEN	Seattle Genetics, Inc.	62.73	$8.94B	2001	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
SGLB	Sigma Labs, Inc.	3.45	$10.81M	NA	Consumer Durables	Miscellaneous manufacturing industries	NASDAQ	USD
SGLBW	Sigma Labs, Inc.	1.25	NA	NA	Consumer Durables	Miscellaneous manufacturing industries	NASDAQ	USD
SGMA	SigmaTron International, Inc.	4.2567	$17.82M	1994	Technology	Electrical Products	NASDAQ	USD
SGMO	Sangamo Therapeutics, Inc.	4	$282.5M	2000	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
SGMS	Scientific Games Corp	20.45	$1.79B	NA	Technology	EDP Services	NASDAQ	USD
SGOC	SGOCO Group, Ltd	3.4	$31.92M	2010	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
SGQI	Janus SG Global Quality Income ETF	26.76	NA	NA	NA	NA	NASDAQ	USD
SGRP	SPAR Group, Inc.	1.08	$22.29M	NA	Miscellaneous	Business Services	NASDAQ	USD
SGRY	Surgery Partners, Inc.	22.45	$1.09B	2015	Health Care	Hospital/Nursing Management	NASDAQ	USD
SGYP	Synergy Pharmaceuticals, Inc.	5.49	$987.95M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
SHBI	Shore Bancshares Inc	17.42	$220.62M	NA	Finance	Major Banks	NASDAQ	USD
SHEN	Shenandoah Telecommunications Co	29.1	$1.42B	NA	Public Utilities	Telecommunications Equipment	NASDAQ	USD
SHIP	Seanergy Maritime Holdings Corp	1	$32M	NA	Transportation	Marine Transportation	NASDAQ	USD
SHIPW	Seanergy Maritime Holdings Corp	0.2	NA	NA	Transportation	Marine Transportation	NASDAQ	USD
SHLD	Sears Holdings Corporation	7.74	$828.44M	NA	Consumer Services	Department/Specialty Retail Stores	NASDAQ	USD
SHLDW	Sears Holdings Corporation	3.25	NA	NA	Consumer Services	Department/Specialty Retail Stores	NASDAQ	USD
SHLM	A. Schulman, Inc.	33.7	$992.75M	1972	Basic Industries	Major Chemicals	NASDAQ	USD
SHLO	Shiloh Industries, Inc.	15.1	$269M	1993	Capital Goods	Industrial Specialties	NASDAQ	USD
SHOO	Steven Madden, Ltd.	37.15	$2.25B	1993	Consumer Non-Durables	Shoe Manufacturing	NASDAQ	USD
SHOR	ShoreTel, Inc.	6.75	$460.32M	2007	Public Utilities	Telecommunications Equipment	NASDAQ	USD
SHOS	Sears Hometown and Outlet Stores, Inc.	3.55	$80.64M	NA	Consumer Services	Department/Specialty Retail Stores	NASDAQ	USD
SHPG	Shire plc	181.29	$54.67B	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
SHSP	SharpSpring, Inc.	5.4401	$45.47M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
SIEB	Siebert Financial Corp.	2.62	$57.87M	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
SIEN	Sientra, Inc.	9.78	$181.85M	2014	Health Care	Industrial Specialties	NASDAQ	USD
SIFI	SI Financial Group, Inc.	14.8	$180.71M	NA	Finance	Savings Institutions	NASDAQ	USD
SIFY	Sify Technologies Limited	0.88	$157.11M	NA	Technology	Computer Software: Programming, Data Processing	NASDAQ	USD
SIGI	Selective Insurance Group, Inc.	44.05	$2.55B	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
SIGM	Sigma Designs, Inc.	6.2	$234.49M	1986	Technology	Semiconductors	NASDAQ	USD
SILC	Silicom Ltd	38.29	$281.3M	NA	Technology	Computer Communications Equipment	NASDAQ	USD
SIMO	Silicon Motion Technology Corporation	41.03	$1.43B	2005	Technology	Semiconductors	NASDAQ	USD
SINA	Sina Corporation	71.92	$5.1B	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
SINO	Sino-Global Shipping America, Ltd.	2.68	$22.39M	NA	Transportation	Oil Refining/Marketing	NASDAQ	USD
SIR	Select Income REIT	26.26	$2.35B	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SIRI	Sirius XM Holdings Inc.	5.12	$24.14B	NA	Consumer Services	Broadcasting	NASDAQ	USD
SITO	SITO Mobile, Ltd.	2.12	$43.84M	NA	Miscellaneous	Business Services	NASDAQ	USD
SIVB	SVB Financial Group	188.23	$9.8B	NA	Finance	Major Banks	NASDAQ	USD
SIVBO	SVB Financial Group	26.1392	NA	NA	Finance	Major Banks	NASDAQ	USD
SKIS	Peak Resorts, Inc.	6.05	$84.59M	2014	Consumer Services	Hotels/Resorts	NASDAQ	USD
SKLN	Skyline Medical Inc.	1.9	$12M	NA	Health Care	Industrial Specialties	NASDAQ	USD
SKOR	FlexShares Credit-Scored US Corporate Bond Index Fund	50.5899	$40.47M	NA	NA	NA	NASDAQ	USD
SKYS	Sky Solar Holdings, Ltd.	2.09	$101.89M	2014	Public Utilities	Electric Utilities: Central	NASDAQ	USD
SKYW	SkyWest, Inc.	35.45	$1.83B	1986	Transportation	Air Freight/Delivery Services	NASDAQ	USD
SKYY	First Trust Cloud Computing ETF	38.06	$728.85M	NA	NA	NA	NASDAQ	USD
SLAB	Silicon Laboratories, Inc.	72.5	$3.04B	2000	Technology	Semiconductors	NASDAQ	USD
SLCT	Select Bancorp, Inc.	10.88	$126.7M	NA	Finance	Major Banks	NASDAQ	USD
SLGN	Silgan Holdings Inc.	59.56	$3.28B	1997	Consumer Durables	Containers/Packaging	NASDAQ	USD
SLIM	The Obesity ETF	23.14	$2.31M	NA	NA	NA	NASDAQ	USD
SLM	SLM Corporation	11.96	$5.13B	NA	Finance	Finance: Consumer Services	NASDAQ	USD
SLMAP	SLM Corporation	51.0616	$168.5M	NA	Finance	Finance: Consumer Services	NASDAQ	USD
SLMBP	SLM Corporation	65.57	$262.28M	NA	Finance	Finance: Consumer Services	NASDAQ	USD
SLP	Simulations Plus, Inc.	10	$172.31M	NA	Technology	EDP Services	NASDAQ	USD
SLQD	iShares 0-5 Year Investment Grade Corporate Bond ETF	50.53	$267.81M	NA	NA	NA	NASDAQ	USD
SLRC	Solar Capital Ltd.	21.82	$921.86M	2010	NA	NA	NASDAQ	USD
SLVO	Credit Suisse Silver Shares Covered Call ETN	9.28	$7.89M	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
SMBC	Southern Missouri Bancorp, Inc.	36.16	$269.39M	NA	Finance	Banks	NASDAQ	USD
SMBK	SmartFinancial, Inc.	20.51	$162M	NA	Finance	Major Banks	NASDAQ	USD
SMCI	Super Micro Computer, Inc.	27	$1.3B	2007	Technology	Computer Manufacturing	NASDAQ	USD
SMCP	AlphaMark Actively Managed Small Cap ETF	23.7	$26.07M	NA	NA	NA	NASDAQ	USD
SMED	Sharps Compliance Corp	4.62	$73.86M	NA	Basic Industries	Environmental Services	NASDAQ	USD
SMIT	Schmitt Industries, Inc.	1.65	$4.94M	NA	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
SMMF	Summit Financial Group, Inc.	24.11	$258.87M	NA	Finance	Major Banks	NASDAQ	USD
SMMT	Summit Therapeutics plc	12.17	$149.65M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
SMRT	Stein Mart, Inc.	3.75	$175.86M	1992	Consumer Services	Clothing/Shoe/Accessory Stores	NASDAQ	USD
SMSI	Smith Micro Software, Inc.	1.36	$16.76M	1995	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
SMTC	Semtech Corporation	34.4	$2.26B	NA	Technology	Semiconductors	NASDAQ	USD
SMTX	SMTC Corporation	1.47	$24.27M	2000	Technology	Electrical Products	NASDAQ	USD
SNAK	Inventure Foods, Inc.	5.9	$116.06M	1996	Consumer Non-Durables	Packaged Foods	NASDAQ	USD
SNBC	Sun Bancorp, Inc.	26.55	$502.4M	NA	Finance	Commercial Banks	NASDAQ	USD
SNC	State National Companies, Inc.	13.99	$586.52M	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
SNCR	Synchronoss Technologies, Inc.	30.49	$1.38B	2006	Technology	EDP Services	NASDAQ	USD
SND	Smart Sand, Inc.	18.05	$706.05M	2016	NA	NA	NASDAQ	USD
SNDE	Sundance Energy Australia Limited	9.98	$126.58M	NA	Energy	Oil & Gas Production	NASDAQ	USD
SNDX	Syndax Pharmaceuticals, Inc.	10.78	$196.12M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
SNES	SenesTech, Inc.	8.11	$82.14M	2016	Basic Industries	Agricultural Chemicals	NASDAQ	USD
SNFCA	Security National Financial Corporation	6.9	$107.67M	NA	Finance	Finance: Consumer Services	NASDAQ	USD
SNGX	Soligenix, Inc.	2.03	$11.04M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
SNGXW	Soligenix, Inc.	0.44	NA	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
SNH	Senior Housing Properties Trust	20.2	$4.8B	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SNHNI	Senior Housing Properties Trust	23.65	NA	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SNHNL	Senior Housing Properties Trust	25.71	NA	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SNHY	Sun Hydraulics Corporation	38.88	$1.05B	1997	Capital Goods	Metal Fabrications	NASDAQ	USD
SNI	Scripps Networks Interactive, Inc	80.76	$10.43B	NA	Consumer Services	Television Services	NASDAQ	USD
SNLN	Highland/iBoxx Senior Loan ETF	18.65	$486.71M	NA	NA	NA	NASDAQ	USD
SNMX	Senomyx, Inc.	1.01	$45.45M	2004	Health Care	Biotechnology: Commercial Physical & Biological Resarch	NASDAQ	USD
SNOA	Sonoma Pharmaceuticals, Inc.	6.9	$29.41M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
SNOAW	Sonoma Pharmaceuticals, Inc.	0.51	NA	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
SNPS	Synopsys, Inc.	72.06	$10.84B	1992	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
SNSR	Global X Internet of Things Thematic ETF	17.38	NA	NA	NA	NA	NASDAQ	USD
SNSS	Sunesis Pharmaceuticals, Inc.	4.29	$89.57M	2005	Health Care	Major Pharmaceuticals	NASDAQ	USD
SOCL	Global X Social Media Index ETF	24.35	$101.05M	NA	NA	NA	NASDAQ	USD
SODA	SodaStream International Ltd.	48.5	$1.02B	2010	Consumer Durables	Consumer Electronics/Appliances	NASDAQ	USD
SOFO	Sonic Foundry, Inc.	5.08	$22.44M	NA	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
SOHO	Sotherly Hotels Inc.	6.81	$101.81M	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SOHOB	Sotherly Hotels Inc.	25.45	NA	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
SOHOM	Sotherly Hotels LP	25.8373	NA	NA	Consumer Services	Hotels/Resorts	NASDAQ	USD
SOHU	Sohu.com Inc.	41.25	$1.6B	NA	Technology	EDP Services	NASDAQ	USD
SONA	Southern National Bancorp of Virginia, Inc.	16.98	$208.24M	NA	Finance	Major Banks	NASDAQ	USD
SONC	Sonic Corp.	25.56	$1.12B	1991	Consumer Services	Restaurants	NASDAQ	USD
SONS	Sonus Networks, Inc.	5.93	$290.57M	NA	Technology	EDP Services	NASDAQ	USD
SORL	SORL Auto Parts, Inc.	3.09	$59.65M	NA	Capital Goods	Auto Parts:O.E.M.	NASDAQ	USD
SOXX	iShares PHLX SOX Semiconductor Sector Index Fund	131.9	$811.19M	NA	NA	NA	NASDAQ	USD
SP	SP Plus Corporation	31.4	$702M	NA	Consumer Services	Rental/Leasing Companies	NASDAQ	USD
SPAN	Span-America Medical Systems, Inc.	21.06	$58.03M	1983	Health Care	Industrial Specialties	NASDAQ	USD
SPAR	Spartan Motors, Inc.	7.05	$242.54M	NA	Capital Goods	Auto Manufacturing	NASDAQ	USD
SPCB	SuperCom, Ltd.	3.21	$48.22M	NA	Technology	Semiconductors	NASDAQ	USD
SPEX	Spherix Incorporated	1.18	$5.69M	NA	Miscellaneous	Multi-Sector Companies	NASDAQ	USD
SPHS	Sophiris Bio, Inc.	2.59	$77.98M	2013	NA	NA	NASDAQ	USD
SPI	SPI Energy Co., Ltd.	1.25	$79.88M	NA	Technology	Semiconductors	NASDAQ	USD
