Symbol	Name	LastSale	MarketCap	IPOyear	Sector	Industry	Exchange	Currency
RMAX	RE/MAX Holdings, Inc.	58.5	$1.03B	2013	Finance	Real Estate	NYSE	USD
RMD	ResMed Inc.	71.96	$10.19B	NA	Health Care	Medical/Dental Instruments	NYSE	USD
RMP	Rice Midstream Partners LP	23.98	$2.44B	2014	Public Utilities	Natural Gas Distribution	NYSE	USD
RMT	Royce Micro-Cap Trust, Inc.	8.49	$315.28M	NA	NA	NA	NYSE	USD
RNG	Ringcentral, Inc.	26.25	$1.93B	2013	Technology	EDP Services	NYSE	USD
RNP	Cohen & Steers Reit and Preferred Income Fund Inc	19.87	$945.15M	2003	NA	NA	NYSE	USD
RNR	RenaissanceRe Holdings Ltd.	146.28	$6.02B	NA	Finance	Property-Casualty Insurers	NYSE	USD
RNR-PC	RenaissanceRe Holdings Ltd.	25.1	NA	NA	NA	NA	NYSE	USD
RNR-PE	RenaissanceRe Holdings Ltd.	24.13	NA	NA	NA	NA	NYSE	USD
ROG	Rogers Corporation	84.3	$1.52B	NA	Basic Industries	Major Chemicals	NYSE	USD
ROK	Rockwell Automation, Inc.	151.14	$19.44B	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
ROL	Rollins, Inc.	36.9	$8.04B	NA	Finance	Diversified Commercial Services	NYSE	USD
ROP	Roper Technologies, Inc.	209.91	$21.29B	1992	Capital Goods	Industrial Machinery/Components	NYSE	USD
ROYT	Pacific Coast Oil Trust	1.92	$74.08M	2012	Energy	Oil & Gas Production	NYSE	USD
RPAI	Retail Properties of America, Inc.	15.58	$3.69B	2012	Consumer Services	Real Estate Investment Trusts	NYSE	USD
RPAI-PA	Retail Properties of America, Inc.	25.41	NA	NA	NA	NA	NYSE	USD
RPM	RPM International Inc.	53.66	$7.17B	NA	Basic Industries	Paints/Coatings	NYSE	USD
RPT	Ramco-Gershenson Properties Trust	15.75	$1.25B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
RPT-PD	Ramco-Gershenson Properties Trust	59	NA	NA	NA	NA	NYSE	USD
RQI	Cohen & Steers Quality Income Realty Fund Inc	13.08	$1.43B	2002	NA	NA	NYSE	USD
RRC	Range Resources Corporation	27.64	$6.83B	NA	Energy	Oil & Gas Production	NYSE	USD
RRD	R.R. Donnelley & Sons Company	18.13	$1.27B	NA	Miscellaneous	Publishing	NYSE	USD
RRTS	Roadrunner Transportation Systems, Inc	7.35	$281.8M	2010	Transportation	Oil Refining/Marketing	NYSE	USD
RS	Reliance Steel & Aluminum Co.	84.08	$6.11B	1994	Basic Industries	Metal Fabrications	NYSE	USD
RSG	Republic Services, Inc.	61.35	$20.81B	1998	Public Utilities	Environmental Services	NYSE	USD
RSO	Resource Capital Corp.	8.5	$264.03M	2006	Consumer Services	Real Estate Investment Trusts	NYSE	USD
RSO-PA	Resource Capital Corp.	24.2501	NA	NA	NA	NA	NYSE	USD
RSO-PB	Resource Capital Corp.	23.3032	NA	NA	NA	NA	NYSE	USD
RSO-PC	Resource Capital Corp.	24.1953	NA	NA	NA	NA	NYSE	USD
RSPP	RSP Permian, Inc.	39.89	$5.66B	2014	Energy	Oil & Gas Production	NYSE	USD
RST	Rosetta Stone	7.8	$172.1M	2009	Technology	Computer Software: Prepackaged Software	NYSE	USD
RT	Ruby Tuesday, Inc.	1.88	$113.88M	NA	Consumer Services	Restaurants	NYSE	USD
RTEC	Rudolph Technologies, Inc.	22.35	$698.19M	1999	Capital Goods	Industrial Machinery/Components	NYSE	USD
RTN	Raytheon Company	153.48	$44.95B	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
RUBI	The Rubicon Project, Inc.	8.53	$418.3M	2014	Technology	Computer Software: Programming, Data Processing	NYSE	USD
RVT	Royce Value Trust, Inc.	14.38	$1.16B	1986	NA	NA	NYSE	USD
RWT	Redwood Trust, Inc.	16.42	$1.26B	1995	Consumer Services	Real Estate Investment Trusts	NYSE	USD
RXN	Rexnord Corporation	22.04	$2.28B	2012	Technology	Industrial Machinery/Components	NYSE	USD
RXN-PA	Rexnord Corporation	52.733	NA	NA	NA	NA	NYSE	USD
RY	Royal Bank Of Canada	73.77	$109.6B	NA	Finance	Commercial Banks	NYSE	USD
RY-PS	Royal Bank Of Canada	25.31	NA	NA	NA	NA	NYSE	USD
RY-PT	Royal Bank Of Canada	29.73	NA	NA	NA	NA	NYSE	USD
RYAM	Rayonier Advanced Materials Inc.	12.31	$532.63M	2014	Basic Industries	Major Chemicals	NYSE	USD
RYAM-PA	Rayonier Advanced Materials Inc.	95.4454	NA	NA	NA	NA	NYSE	USD
RYI	Ryerson Holding Corporation	10.6	$393.6M	2014	Basic Industries	Metal Fabrications	NYSE	USD
RYN	Rayonier Inc.	28.68	$3.52B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
RZA	Reinsurance Group of America, Incorporated	29.99	NA	NA	Finance	Life Insurance	NYSE	USD
RZB	Reinsurance Group of America, Incorporated	28.06	NA	2016	Finance	Life Insurance	NYSE	USD
S	Sprint Corporation	8.94	$35.65B	2013	Public Utilities	Telecommunications Equipment	NYSE	USD
SA	Seabridge Gold, Inc.	11.35	$616.55M	NA	Basic Industries	Precious Metals	NYSE	USD
SAB	Saratoga Investment Corp	25.875	NA	2016	NA	NA	NYSE	USD
SAH	Sonic Automotive, Inc.	22.6	$1.01B	1997	Consumer Durables	Automotive Aftermarket	NYSE	USD
SAIC	SCIENCE APPLICATIONS INTERNATIONAL CORPORATION	88.96	$3.9B	NA	Technology	EDP Services	NYSE	USD
SALT	Scorpio Bulkers Inc.	7.55	$568.51M	2013	Transportation	Marine Transportation	NYSE	USD
SAM	Boston Beer Company, Inc. (The)	159.2	$2B	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
SAN	Banco Santander, S.A.	5.31	$76.65B	NA	Finance	Commercial Banks	NYSE	USD
SAN-PA	Banco Santander, S.A.	25.93	NA	NA	NA	NA	NYSE	USD
SAN-PB	Banco Santander, S.A.	23.94	NA	NA	NA	NA	NYSE	USD
SAN-PC	Banco Santander, S.A.	25.33	NA	NA	NA	NA	NYSE	USD
SAN-PI	Banco Santander, S.A.	25.95	NA	NA	NA	NA	NYSE	USD
SAP	SAP SE	93.37	$114.71B	NA	Technology	Computer Software: Prepackaged Software	NYSE	USD
SAR	Saratoga Investment Corp	22.85	$131.25M	NA	NA	NA	NYSE	USD
SB	Safe Bulkers, Inc	1.34	$136.65M	2008	Transportation	Marine Transportation	NYSE	USD
SB-PB	Safe Bulkers, Inc	23.75	NA	NA	NA	NA	NYSE	USD
SB-PC	Safe Bulkers, Inc	17.0499	NA	NA	NA	NA	NYSE	USD
SB-PD	Safe Bulkers, Inc	16.9502	NA	NA	NA	NA	NYSE	USD
SBGL	Sibanye Gold Limited	8.54	$1.96B	NA	Basic Industries	Precious Metals	NYSE	USD
SBH	Sally Beauty Holdings, Inc.	22.42	$3.2B	NA	Consumer Services	Other Specialty Stores	NYSE	USD
SBNA	Scorpio Tankers Inc.	24.49	NA	2014	Transportation	Marine Transportation	NYSE	USD
SBNB	Scorpio Tankers Inc.	25.4399	NA	2014	Transportation	Marine Transportation	NYSE	USD
SBR	Sabine Royalty Trust	36.7	$535.06M	NA	Energy	Oil & Gas Production	NYSE	USD
SBS	Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp	10.57	$7.22B	2002	Public Utilities	Water Supply	NYSE	USD
SBY	Silver Bay Realty Trust Corp.	18.01	$637.19M	2012	Consumer Services	Real Estate Investment Trusts	NYSE	USD
SC	Santander Consumer USA Holdings Inc.	14.62	$5.24B	2014	Finance	Finance: Consumer Services	NYSE	USD
SCCO	Southern Copper Corporation	36.29	$28.05B	NA	Basic Industries	Precious Metals	NYSE	USD
SCD	LMP Capital and Income Fund Inc.	14.27	$256.62M	2004	NA	NA	NYSE	USD
SCE-PF	Southern California Edison Company	25.09	NA	NA	NA	NA	NYSE	USD
SCE-PG	Southern California Edison Company	24.63	NA	NA	NA	NA	NYSE	USD
SCE-PH	Southern California Edison Company	27.12	NA	NA	NA	NA	NYSE	USD
SCE-PJ	Southern California Edison Company	26.5146	NA	NA	NA	NA	NYSE	USD
SCE-PK	Southern California Edison Company	27.24	NA	NA	NA	NA	NYSE	USD
SCG	Scana Corporation	68.92	$9.85B	NA	Public Utilities	Power Generation	NYSE	USD
SCHW	The Charles Schwab Corporation	41.11	$54.5B	NA	Finance	Investment Bankers/Brokers/Service	NYSE	USD
SCHW-PB	The Charles Schwab Corporation	25.7201	NA	NA	NA	NA	NYSE	USD
SCHW-PC	The Charles Schwab Corporation	26.49	NA	NA	NA	NA	NYSE	USD
SCHW-PD	The Charles Schwab Corporation	26.1	NA	NA	NA	NA	NYSE	USD
SCI	Service Corporation International	31.21	$5.87B	NA	Consumer Services	Other Consumer Services	NYSE	USD
SCL	Stepan Company	73.07	$1.64B	NA	Basic Industries	Package Goods/Cosmetics	NYSE	USD
SCM	Stellus Capital Investment Corporation	14.09	$175.84M	2012	NA	NA	NYSE	USD
SCNB	Suffolk Bancorp	42.66	$508.15M	NA	Finance	Major Banks	NYSE	USD
SCQ	Stellus Capital Investment Corporation	25.55	NA	2014	NA	NA	NYSE	USD
SCS	Steelcase Inc.	15.95	$1.87B	1998	Consumer Durables	Office Equipment/Supplies/Services	NYSE	USD
SCX	L.S. Starrett Company (The)	11	$77.66M	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
SD	SandRidge Energy, Inc.	18.86	$388.05M	2016	Energy	Oil & Gas Production	NYSE	USD
SDLP	Seadrill Partners LLC	5.01	$460.03M	2012	Energy	Oil & Gas Production	NYSE	USD
SDR	SandRidge Mississippian Trust II	1.48	$73.59M	2012	Energy	Oil & Gas Production	NYSE	USD
SDRL	Seadrill Limited	1.98	$998.8M	NA	Energy	Oil & Gas Production	NYSE	USD
SDT	SandRidge Mississippian Trust I	1.52	$42.56M	2011	Energy	Oil & Gas Production	NYSE	USD
SE	Spectra Energy Corp	40.68	$28.54B	NA	Public Utilities	Oil & Gas Production	NYSE	USD
SEAS	SeaWorld Entertainment, Inc.	18.62	$1.66B	2013	Consumer Services	Services-Misc. Amusement & Recreation	NYSE	USD
SEE	Sealed Air Corporation	47.26	$9.14B	NA	Basic Industries	Major Chemicals	NYSE	USD
SEM	Select Medical Holdings Corporation	14.15	$1.87B	2009	Health Care	Hospital/Nursing Management	NYSE	USD
SEMG	Semgroup Corporation	36.25	$2.4B	NA	Energy	Oilfield Services/Equipment	NYSE	USD
SEP	Spectra Energy Partners, LP	44.88	$13.73B	2007	Public Utilities	Natural Gas Distribution	NYSE	USD
SERV	ServiceMaster Global Holdings, Inc.	39.91	$5.38B	2014	Consumer Services	Other Consumer Services	NYSE	USD
SF	Stifel Financial Corporation	53.95	$3.59B	NA	Finance	Investment Bankers/Brokers/Service	NYSE	USD
SF-PA	Stifel Financial Corporation	26.2801	NA	NA	Finance	Investment Bankers/Brokers/Service	NYSE	USD
SFE	Safeguard Scientifics, Inc.	12.75	$258.04M	NA	Finance	Finance/Investors Services	NYSE	USD
SFL	Ship Finance International Limited	14.55	$1.36B	NA	Transportation	Marine Transportation	NYSE	USD
SFR	Colony Starwood Homes	32.54	$3.3B	2014	Consumer Services	Real Estate Investment Trusts	NYSE	USD
SFS	Smart	14.7	$1.07B	2014	Consumer Services	Food Chains	NYSE	USD
SFUN	Fang Holdings Limited	2.94	$1.38B	2010	Technology	EDP Services	NYSE	USD
SGF	Aberdeen Singapore Fund, Inc.	9.76	$73.75M	1990	NA	NA	NYSE	USD
SGM	Stonegate Mortgage Corporation	7.84	$202.7M	2013	Finance	Finance: Consumer Services	NYSE	USD
SGU	Star Gas Partners, L.P.	9.53	$532.61M	NA	Consumer Services	Other Specialty Stores	NYSE	USD
SGY	Stone Energy Corporation	6.58	$37.44M	1993	Energy	Oil & Gas Production	NYSE	USD
SGZA	Selective Insurance Group, Inc.	24.97	NA	NA	Finance	Property-Casualty Insurers	NYSE	USD
SHAK	Shake Shack, Inc.	35.92	$1.31B	2015	Consumer Services	Restaurants	NYSE	USD
SHG	Shinhan Financial Group Co Ltd	41.28	$19.57B	NA	Finance	Major Banks	NYSE	USD
SHI	SINOPEC Shangai Petrochemical Company, Ltd.	61.74	$6.67B	NA	Basic Industries	Major Chemicals	NYSE	USD
SHLX	Shell Midstream Partners, L.P.	32.5	$5.76B	2014	Energy	Natural Gas Distribution	NYSE	USD
SHO	Sunstone Hotel Investors, Inc.	14.71	$3.18B	2004	Consumer Services	Hotels/Resorts	NYSE	USD
SHO-PE	Sunstone Hotel Investors, Inc.	25.71	NA	NA	NA	NA	NYSE	USD
SHO-PF	Sunstone Hotel Investors, Inc.	25.44	NA	NA	NA	NA	NYSE	USD
SHOP	Shopify Inc.	61.75	$4.76B	2015	Technology	Computer Software: Prepackaged Software	NYSE	USD
SHW	Sherwin-Williams Company (The)	312.65	$29.05B	NA	Consumer Services	RETAIL: Building Materials	NYSE	USD
SID	National Steel Company	3.82	$5.18B	NA	Capital Goods	Steel/Iron Ore	NYSE	USD
SIG	Signet Jewelers Limited	73.8	$5.14B	NA	Consumer Services	Consumer Specialties	NYSE	USD
SITE	SiteOne Landscape Supply, Inc.	39.29	$1.55B	2016	Consumer Non-Durables	Farming/Seeds/Milling	NYSE	USD
SIX	Six Flags Entertainment Corporation New	59.34	$5.46B	NA	Consumer Services	Services-Misc. Amusement & Recreation	NYSE	USD
SJI	South Jersey Industries, Inc.	34.77	$2.76B	NA	Public Utilities	Oil/Gas Transmission	NYSE	USD
SJM	J.M. Smucker Company (The)	141.18	$16.46B	NA	Consumer Non-Durables	Packaged Foods	NYSE	USD
SJR	Shaw Communications Inc.	21.22	$9.91B	NA	Consumer Services	Television Services	NYSE	USD
SJT	San Juan Basin Royalty Trust	6.65	$309.95M	NA	Energy	Oil & Gas Production	NYSE	USD
SJW	SJW Group	48.31	$988.24M	NA	Public Utilities	Water Supply	NYSE	USD
SKM	SK Telecom Co., Ltd.	22.74	$14.47B	NA	Public Utilities	Telecommunications Equipment	NYSE	USD
SKT	Tanger Factory Outlet Centers, Inc.	34.31	$3.3B	1993	Consumer Services	Real Estate Investment Trusts	NYSE	USD
SKX	Skechers U.S.A., Inc.	26.5	$4.18B	1999	Consumer Non-Durables	Shoe Manufacturing	NYSE	USD
SLB	Schlumberger N.V.	80.15	$111.74B	NA	Energy	Oilfield Services/Equipment	NYSE	USD
SLCA	U.S. Silica Holdings, Inc.	51.16	$4.07B	2012	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	NYSE	USD
SLD	Sutherland Asset Management Corporation	13.75	$419.68M	2013	Consumer Services	Real Estate Investment Trusts	NYSE	USD
SLF	Sun Life Financial Inc.	36.8	$22.58B	NA	Finance	Life Insurance	NYSE	USD
SLG	SL Green Realty Corporation	111.74	$11.24B	1997	Consumer Services	Real Estate Investment Trusts	NYSE	USD
SLG-PI	SL Green Realty Corporation	25.47	NA	NA	NA	NA	NYSE	USD
SLRA	Solar Capital Ltd.	25.1901	NA	NA	NA	NA	NYSE	USD
SLTB	Scorpio Bulkers Inc.	23.7759	NA	2014	Transportation	Marine Transportation	NYSE	USD
SLW	Silver Wheaton Corp	21.15	$9.34B	NA	Basic Industries	Precious Metals	NYSE	USD
SM	SM Energy Company	25.16	$2.8B	NA	Energy	Oil & Gas Production	NYSE	USD
SMFG	Sumitomo Mitsui Financial Group Inc	7.87	$53.8B	NA	Finance	Commercial Banks	NYSE	USD
SMG	Scotts Miracle-Gro Company (The)	90.98	$5.44B	1992	Basic Industries	Agricultural Chemicals	NYSE	USD
SMI	Semiconductor  Manufacturing International Corporation	6.68	$5.65B	2004	Technology	Semiconductors	NYSE	USD
SMLP	Summit Midstream Partners, LP	22.85	$1.65B	2012	Public Utilities	Natural Gas Distribution	NYSE	USD
SMM	Salient Midstream & MLP Fund	13.52	$239.61M	2012	NA	NA	NYSE	USD
SMP	Standard Motor Products, Inc.	48.71	$1.11B	NA	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
SN	Sanchez Energy Corporation	11.31	$889.36M	2011	Energy	Oil & Gas Production	NYSE	USD
SNA	Snap-On Incorporated	171.36	$9.93B	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
SNE	Sony Corp Ord	30.93	$39.08B	NA	Consumer Non-Durables	Consumer Electronics/Appliances	NYSE	USD
SNN	Smith & Nephew SNATS, Inc.	30.7	$14.05B	NA	Health Care	Industrial Specialties	NYSE	USD
SNOW	Intrawest Resorts Holdings, Inc.	22.96	$913.25M	2014	Consumer Services	Services-Misc. Amusement & Recreation	NYSE	USD
SNP	China Petroleum & Chemical Corporation	78.16	$94.63B	NA	Energy	Integrated oil Companies	NYSE	USD
SNR	New Senior Investment Group Inc.	10.47	$859.87M	2014	Consumer Services	Real Estate Investment Trusts	NYSE	USD
SNV	Synovus Financial Corp.	42.23	$5.16B	NA	Finance	Major Banks	NYSE	USD
SNV-PC	Synovus Financial Corp.	28.04	NA	NA	NA	NA	NYSE	USD
SNX	Synnex Corporation	119.09	$4.75B	2003	Technology	Retail: Computer Software & Peripheral Equipment	NYSE	USD
SNY	Sanofi	42.7	$109.92B	NA	Health Care	Major Pharmaceuticals	NYSE	USD
SO	Southern Company (The)	50.5	$49.49B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
SOJA	Southern Company (The)	26.68	NA	2015	Public Utilities	Electric Utilities: Central	NYSE	USD
SOJB	Southern Company (The)	23.89	NA	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
SOL	Renesola Ltd.	3.06	$62.18M	2008	Technology	Semiconductors	NYSE	USD
SON	Sonoco Products Company	53.58	$5.35B	NA	Consumer Durables	Containers/Packaging	NYSE	USD
SOR	Source Capital, Inc.	37.26	$322.49M	NA	NA	NA	NYSE	USD
SOV-PC	Santander Holdings USA, Inc.	26.1217	NA	NA	NA	NA	NYSE	USD
SPA	Sparton Corporation	23.19	$228.09M	NA	Technology	Electrical Products	NYSE	USD
SPB	Spectrum Brands Holdings, Inc.	137.27	$8.07B	NA	Miscellaneous	Industrial Machinery/Components	NYSE	USD
SPE	Special Opportunities Fund Inc.	14.5	$140.21M	NA	NA	NA	NYSE	USD
SPE-PB	Special Opportunities Fund Inc.	25.56	NA	NA	NA	NA	NYSE	USD
SPG	Simon Property Group, Inc.	184.29	$57.91B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
SPG-PJ	Simon Property Group, Inc.	66.7	NA	NA	NA	NA	NYSE	USD
SPGI	S&P Global Inc.	130.82	$33.8B	NA	Finance	Finance: Consumer Services	NYSE	USD
SPH	Suburban Propane Partners, L.P.	25.36	$1.55B	1996	Consumer Services	Other Specialty Stores	NYSE	USD
SPLP	Steel Partners Holdings LP	17.55	$458.98M	NA	Capital Goods	Industrial Specialties	NYSE	USD
SPLP-PA	Steel Partners Holdings LP	22.79	NA	NA	NA	NA	NYSE	USD
SPN	Superior Energy Services, Inc.	16.43	$2.49B	NA	Energy	Oilfield Services/Equipment	NYSE	USD
SPR	Spirit Aerosystems Holdings, Inc.	60.93	$7.41B	2006	Capital Goods	Military/Government/Technical	NYSE	USD
SPXC	SPX Corporation	26.92	$1.13B	NA	Technology	Industrial Machinery/Components	NYSE	USD
SPXX	Nuveen S&P 500 Dynamic Overwrite Fund	15.18	$245.2M	NA	NA	NA	NYSE	USD
SQ	Square, Inc.	17.43	$6.14B	2015	Technology	Computer Software: Prepackaged Software	NYSE	USD
SQM	Sociedad Quimica y Minera S.A.	31.42	$8.27B	1993	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	NYSE	USD
SQNS	Sequans Communications S.A.	2.94	$220.28M	2011	Technology	Semiconductors	NYSE	USD
SR	Spire Inc.	65.8	$3.01B	NA	Public Utilities	Oil/Gas Transmission	NYSE	USD
SRC	Spirit Realty Capital, Inc.	10.99	$5.31B	2013	Consumer Services	Building operators	NYSE	USD
SRE	Sempra Energy	109.09	$27.28B	NA	Public Utilities	Natural Gas Distribution	NYSE	USD
SRF	Cushing Energy Income Fund (The)	9.58	$23.71M	2012	NA	NA	NYSE	USD
SRG	Seritage Growth Properties	47.22	$1.57B	2015	Finance	Real Estate	NYSE	USD
SRI	Stoneridge, Inc.	16.92	$471.1M	1997	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
SRLP	Sprague Resources LP	27.35	$582.93M	2013	Energy	Oil Refining/Marketing	NYSE	USD
SRT	StarTek, Inc.	9.11	$143.45M	1997	Technology	Professional Services	NYSE	USD
SRV	The Cushing MLP Total Return Fund	14.32	$96.44M	NA	NA	NA	NYSE	USD
SSD	Simpson Manufacturing Company, Inc.	43.14	$2.05B	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
SSI	Stage Stores, Inc.	2.46	$66.83M	NA	Consumer Services	Clothing/Shoe/Accessory Stores	NYSE	USD
SSL	Sasol Ltd.	28.46	$18.62B	NA	Energy	Oil & Gas Production	NYSE	USD
SSNI	Silver Spring Networks, Inc.	12.79	$663.73M	2013	Technology	Computer Communications Equipment	NYSE	USD
SSP	E.W. Scripps Company (The)	21.32	$1.77B	NA	Consumer Services	Broadcasting	NYSE	USD
SSTK	Shutterstock, Inc.	51.63	$1.81B	2012	Technology	EDP Services	NYSE	USD
SSW	Seaspan Corporation	7.78	$822.13M	2005	Transportation	Marine Transportation	NYSE	USD
SSW-PD	Seaspan Corporation	20.48	NA	NA	NA	NA	NYSE	USD
SSW-PE	Seaspan Corporation	21.1	NA	NA	NA	NA	NYSE	USD
SSW-PG	Seaspan Corporation	20.42	NA	NA	NA	NA	NYSE	USD
SSW-PH	Seaspan Corporation	20.27	NA	NA	NA	NA	NYSE	USD
SSWN	Seaspan Corporation	25.36	NA	2014	Transportation	Marine Transportation	NYSE	USD
ST	Sensata Technologies Holding N.V.	41.28	$7.05B	2010	Capital Goods	Industrial Machinery/Components	NYSE	USD
STAG	Stag Industrial, Inc.	25.65	$2.1B	2011	Consumer Services	Real Estate Investment Trusts	NYSE	USD
STAG-PB	Stag Industrial, Inc.	25.45	NA	NA	NA	NA	NYSE	USD
STAG-PC	Stag Industrial, Inc.	26.62	NA	NA	NA	NA	NYSE	USD
STAR	iStar Financial Inc.	11.8	$839.88M	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
STAR-PD	iStar Financial Inc.	25.0484	NA	NA	NA	NA	NYSE	USD
STAR-PE	iStar Financial Inc.	24.7499	NA	NA	NA	NA	NYSE	USD
STAR-PF	iStar Financial Inc.	24.5085	NA	NA	NA	NA	NYSE	USD
STAR-PG	iStar Financial Inc.	24.26	NA	NA	NA	NA	NYSE	USD
STAR-PI	iStar Financial Inc.	24.25	NA	NA	NA	NA	NYSE	USD
STAY	Extended Stay America, Inc.	17.32	$3.22B	2013	Consumer Services	Hotels/Resorts	NYSE	USD
STC	Stewart Information Services Corporation	44.82	$1.1B	NA	Finance	Specialty Insurers	NYSE	USD
STE	STERIS plc	70.25	$5.97B	NA	Health Care	Industrial Specialties	NYSE	USD
STI	SunTrust Banks, Inc.	59.29	$29.1B	NA	Finance	Major Banks	NYSE	USD
STI-PA	SunTrust Banks, Inc.	24.529	NA	NA	NA	NA	NYSE	USD
STI-PE	SunTrust Banks, Inc.	25.18	NA	NA	NA	NA	NYSE	USD
STI.WS.A	SunTrust Banks, Inc.	NA	NA	NA	NA	NA	NYSE	USD
STI.WS.B	SunTrust Banks, Inc.	NA	NA	NA	NA	NA	NYSE	USD
STK	Columbia Seligman Premium Technology Growth Fund, Inc	19.56	$300.49M	2009	NA	NA	NYSE	USD
STL	Sterling Bancorp	24.8	$3.35B	NA	Finance	Major Banks	NYSE	USD
STM	STMicroelectronics N.V.	15	$13.25B	NA	Technology	Semiconductors	NYSE	USD
STN	SPDR MSCI Europe Energy UCITS ETF	26.6	$3.03B	NA	Consumer Services	Military/Government/Technical	NYSE	USD
STNG	Scorpio Tankers Inc.	4.12	$719.47M	2010	Transportation	Marine Transportation	NYSE	USD
STO	Statoil ASA	17.41	$55.51B	NA	Energy	Integrated oil Companies	NYSE	USD
STON	StoneMor Partners L.P.	10.08	$381.66M	2004	Consumer Services	Other Consumer Services	NYSE	USD
STOR	STORE Capital Corporation	25.02	$3.9B	2014	Consumer Services	Real Estate Investment Trusts	NYSE	USD
STT	State Street Corporation	78.95	$30.15B	NA	Finance	Major Banks	NYSE	USD
STT-PC	State Street Corporation	24.9	NA	NA	NA	NA	NYSE	USD
STT-PD	State Street Corporation	27.35	NA	NA	NA	NA	NYSE	USD
STT-PE	State Street Corporation	26.67	NA	NA	NA	NA	NYSE	USD
STT-PG	State Street Corporation	26.36	NA	NA	NA	NA	NYSE	USD
STV	China Digital TV Holding Co., Ltd.	1.32	$84.64M	2007	Technology	Computer Software: Prepackaged Software	NYSE	USD
STWD	STARWOOD PROPERTY TRUST, INC.	22.91	$5.94B	2009	Consumer Services	Real Estate Investment Trusts	NYSE	USD
STZ	Constellation Brands Inc	158.85	$31.14B	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
STZ.B	Constellation Brands Inc	NA	NA	NA	NA	NA	NYSE	USD
SU	Suncor Energy  Inc.	31.5	$52.56B	NA	Energy	Integrated oil Companies	NYSE	USD
SUI	Sun Communities, Inc.	83.52	$6.1B	1993	Consumer Services	Real Estate Investment Trusts	NYSE	USD
SUI-PA	Sun Communities, Inc.	25.5	NA	NA	NA	NA	NYSE	USD
SUM	Summit Materials, Inc.	23.75	$2.96B	2015	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	NYSE	USD
SUN	Sunoco LP	27.51	$3.08B	2012	Energy	Oil Refining/Marketing	NYSE	USD
SUP	Superior Industries International, Inc.	23.55	$599.23M	NA	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
SUPV	Grupo Supervielle S.A.	15.52	$1.13B	2016	Finance	Commercial Banks	NYSE	USD
SVU	SuperValu Inc.	3.92	$1.05B	NA	Consumer Non-Durables	Food Distributors	NYSE	USD
SWC	Stillwater Mining Company	17.06	$2.07B	NA	Basic Industries	Precious Metals	NYSE	USD
SWFT	Swift Transportation Company	21.74	$2.89B	2010	Transportation	Trucking Freight/Courier Services	NYSE	USD
SWJ	Stanley Black & Decker, Inc.	25.34	NA	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
SWK	Stanley Black & Decker, Inc.	127.77	$19.5B	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
SWM	Schweitzer-Mauduit International, Inc.	41.6	$1.27B	NA	Basic Industries	Paper	NYSE	USD
SWN	Southwestern Energy Company	7.35	$3.64B	NA	Energy	Oil & Gas Production	NYSE	USD
SWNC	Southwestern Energy Company	18.88	NA	2015	Energy	Oil & Gas Production	NYSE	USD
SWX	Southwest Gas Holdings, Inc.	85.3	$4.05B	NA	Public Utilities	Oil & Gas Production	NYSE	USD
SWZ	Swiss Helvetia Fund, Inc. (The)	10.98	$308.42M	NA	NA	NA	NYSE	USD
SXC	SunCoke Energy, Inc.	9.55	$613.39M	2011	Basic Industries	Steel/Iron Ore	NYSE	USD
SXCP	SunCoke Energy Partners, L.P.	16.85	$778.74M	2013	Basic Industries	Steel/Iron Ore	NYSE	USD
SXE	Southcross Energy Partners, L.P.	3.13	$206.71M	2012	Public Utilities	Natural Gas Distribution	NYSE	USD
SXI	Standex International Corporation	96.75	$1.23B	NA	Technology	Industrial Machinery/Components	NYSE	USD
SXL	Sunoco Logistics Partners LP	25.27	$8.38B	2002	Energy	Natural Gas Distribution	NYSE	USD
SXT	Sensient Technologies Corporation	80.29	$3.58B	NA	Basic Industries	Major Chemicals	NYSE	USD
SYF	Synchrony Financial	36.48	$29.82B	2014	Finance	Finance: Consumer Services	NYSE	USD
